Model,Price,Kilometer,Seller Type,Engine,Max Power,Max Torque,Seating Capacity,Age,Make_BMW,Make_Chevrolet,Make_Datsun,Make_Ferrari,Make_Fiat,Make_Ford,Make_Honda,Make_Hyundai,Make_Isuzu,Make_Jaguar,Make_Jeep,Make_Kia,Make_Lamborghini,Make_Land Rover,Make_Lexus,Make_MG,Make_MINI,Make_Mahindra,Make_Maruti Suzuki,Make_Maserati,Make_Mercedes-Benz,Make_Mitsubishi,Make_Nissan,Make_Porsche,Make_Renault,Make_Rolls-Royce,Make_Skoda,Make_Ssangyong,Make_Tata,Make_Toyota,Make_Volkswagen,Make_Volvo,Fuel Type_CNG + CNG,Fuel Type_Diesel,Fuel Type_Electric,Fuel Type_Hybrid,Fuel Type_LPG,Fuel Type_Petrol,Fuel Type_Petrol + CNG,Fuel Type_Petrol + LPG,Transmission_Manual,Owner_First,Owner_Fourth,Owner_Second,Owner_Third,Owner_UnRegistered Car,Mileage Intensity,Price per CC,Price_log,Kilometer_log,Engine_log,Max Power_log
Scorpio S4 1.99 [2016-2017],0.07412522847459663,0.3663324936196489,Individual,0.5,0.2534722222222222,280 Nm @ 1800 rpm,1.0,0.14705882352941174,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,0.3164431992298485,0.07653626629982517,0.4227307071600639,0.7610544801889265,0.661309333792123,0.47514502924901914
Grand i10 Magna AT 1.2 Kappa VTVT,0.036499637818503905,0.3523876529167518,Individual,0.16694421315570357,0.11805555555555555,114 Nm @ 4000 rpm,0.49999999999999994,0.1176470588235294,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.3505311868292478,0.07336238596895987,0.2925942903355834,0.7519810785360281,0.29325948296876625,0.2752019339723071
Eeco 5 STR WITH A/C+HTR CNG [2017-2019],0.04550726051921439,0.0,Individual,0.1665278934221482,0.09027777777777776,101 Nm @ 3000 rpm,0.49999999999999994,0.029411764705882346,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0.01003321097185442,0.08836077171928582,0.3308384843607204,0.0,0.29265859805379346,0.22244813436346123
C-Class C 220d Progressive [2018-2019],0.30400726614897855,0.45697395818848036,Individual,0.48043297252289763,0.5034722222222222,400 Nm @ 1600 rpm,0.49999999999999994,0.1176470588235294,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.4554173025197072,0.31231866144859893,0.7253274265169081,0.8130275543567045,0.6441804909204993,0.7150839819981027
Elite i20 Sportz 1.2 [2016-2017],0.04550726051921439,0.22688408659067752,Individual,0.16694421315570357,0.12152777777777776,115 Nm @ 4000 rpm,0.49999999999999994,0.08823529411764706,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0.2654568929914307,0.08827698620894933,0.3308384843607204,0.6503394837331933,0.29325948296876625,0.281431081057145
5-Series 520d M Sport,0.22894374364305795,0.25477376799647183,Individual,0.49916736053288924,0.4965277777777778,400 Nm @ 1750 rpm,0.49999999999999994,0.1764705882352941,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.19203661200810906,0.23043176974634907,0.6616635458845459,0.676846589768008,0.660588693127119,0.7097308258601829
A4 2.0 TDI (177bhp) Premium,0.11400272480586697,0.4151394360797889,Individual,0.48792672772689427,0.45138888888888884,380 Nm @ 1750 rpm,0.49999999999999994,0.32352941176470584,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.19669821714990726,0.11800032372038034,0.5104782949826623,0.7904002845748392,0.6507887381766446,0.6735061945282759
City V CVT Petrol [2017-2019],0.11071869569623295,0.05954599815591184,Individual,0.2918401332223147,0.24305555555555555,145 Nm @ 4600 rpm,0.49999999999999994,0.029411764705882346,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.11453742652571407,0.15453244512826633,0.5043592615557224,0.36682699874248037,0.45406479082016205,0.4622431379960936
Swift ZXi Plus [2018-2019],0.06380399413003254,0.05954599815591184,Individual,0.16694421315570357,0.12152777777777776,113 Nm @ 4200 rpm,0.49999999999999994,0.058823529411764705,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0.0876166568318295,0.11857226794642799,0.39352635132174285,0.36682699874248037,0.29325948296876625,0.281431081057145
Swift DZire VXI,0.0342477321433263,0.6940362501377317,Individual,0.16694421315570357,0.13194444444444445,114 Nm @ 4000 rpm,0.49999999999999994,0.23529411764705882,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,0.43380440595318825,0.06963373590896249,0.2819861481475856,0.9123484275803397,0.29325948296876625,0.29967790939819006
Eeco 7 STR STD (O),0.04363067245656638,0.03165631675011754,Individual,0.1665278934221482,0.08680555555555555,98 Nm @ 3000 rpm,0.8333333333333333,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0.09414290403034697,0.08525096533563417,0.32336329202060643,0.25612218094737615,0.29265859805379346,0.21545621232513668
Eon Sportz,0.0051606171722820456,0.12229778131894899,Individual,0.007493755203996644,0.027777777777777762,75 Nm @ 4000 rpm,0.49999999999999994,0.2941176470588235,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0.055236430346877405,0.03718841102417273,0.07011862895774046,0.5132621586202468,0.01607023813957209,0.07921777883839853
Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],0.04081579036259435,0.1571598830761918,Individual,0.16694421315570357,0.11805555555555555,114 Nm @ 4000 rpm,0.49999999999999994,0.08823529411764706,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0.1838788030099623,0.08050896525062148,0.3116895754150564,0.5679205908595168,0.29325948296876625,0.2752019339723071
A4 Premium Plus 40 TFSI,0.37437931849827916,0.13624262202184612,Individual,0.49458784346378015,0.48958333333333337,320 Nm @ 1450 rpm,0.49999999999999994,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.3388771739747523,0.3770617790677047,0.7726327214864934,0.5366080719882662,0.6566122167511832,0.7043213196750706
Swift VDi,0.05535934784811647,0.43605669713413464,Individual,0.18817651956702752,0.09374999999999997,190 Nm @ 2000 rpm,0.49999999999999994,0.1176470588235294,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,0.4344400793816154,0.09982818275900128,0.36663143589051783,0.8019750921117392,0.32325773128385293,0.2293462022617434
Ecosport Titanium 1.5 Ti-VCT,0.03659346722163631,0.31055313080806035,Individual,0.2926727726894255,0.21527777777777776,140 Nm @ 4400 rpm,0.49999999999999994,0.2647058823529412,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0.17164208951274196,0.0563026926032264,0.2930261697586589,0.7225513131588199,0.45502484385633046,0.42616528583661406
Duster 110 PS RXZ 4X2 MT Diesel,0.02721052690839623,1.0,Individual,0.27685262281432144,0.21180555555555555,248 Nm @ 2250 rpm,0.49999999999999994,0.1764705882352941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,0.7733185729013979,0.04534870118811207,0.24540347559272746,1.0,0.43656112560125226,0.4214721176717289
X5 xDrive30d Pure Experience (5 Seater),0.3767250535765892,0.1711814204029549,Individual,0.914654454621149,0.7326388888888888,560 Nm @ 1500 rpm,0.49999999999999994,0.1764705882352941,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.12683396395558744,0.24747807273739533,0.7740580594188318,0.5868718904950545,0.9523450219167806,0.8662409472554389
XE Prestige Diesel,0.23832668395629802,0.3004082591967027,Individual,0.5008326394671108,0.45138888888888884,430 Nm @ 1750 rpm,0.49999999999999994,0.1176470588235294,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.2984027873310895,0.2392497753284589,0.6706200057876153,0.7148483340177822,0.6620292534558425,0.6735061945282759
GLE 350 d,0.5620381247630808,0.10835294061605184,Individual,0.9121565362198167,0.7222222222222222,620 Nm @ 1600 rpm,0.49999999999999994,0.1176470588235294,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.10579691688484245,0.3709598719615412,0.865980297394576,0.4874545787277693,0.9509015717960914,0.860253714378509
Polo Comfortline 1.2L (P),0.03800090826862232,0.49031607230910745,Individual,0.16736053288925895,0.09374999999999997,110 Nm @ 3750 rpm,0.49999999999999994,0.23529411764705882,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0.3037926623307222,0.07577488169329664,0.29941178415801817,0.8296749256413798,0.2938598665195462,0.2293462022617434
Alto VXi [2014-2019],0.019610345254671768,0.09998603619431355,Individual,0.08409658617818483,0.06944444444444442,90 Nm @ 3500 rpm,0.49999999999999994,0.14705882352941174,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0.08272197143294138,0.0568286437252115,0.19830758977791563,0.470555169045598,0.1625485954029493,0.1789942328207239
Yaris V CVT,0.08726134491313274,0.2680213666642241,Corporate,0.29142381348875934,0.20486111111111108,140 Nm @ 4200 rpm,0.49999999999999994,0.08823529411764706,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.3135879660804971,0.12356644077912833,0.45535503066297567,0.6884985801016019,0.45358428352760605,0.41195520972187927
WR-V VX MT Petrol,0.03940834931560834,0.25477376799647183,Corporate,0.16777685262281433,0.1458333333333333,110 Nm @ 4800 rpm,0.49999999999999994,0.14705882352941174,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0.21854949125208634,0.07802825196876682,0.305630070772541,0.676846589768008,0.29445974954208864,0.32304094807642914
X1 sDrive20d xLine,0.19131815298696522,0.5197257413515175,Individual,0.49916736053288924,0.4756944444444444,350 Nm @ 1750 rpm,0.49999999999999994,0.1764705882352941,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.3987011066278291,0.1930520528948754,0.6219107066038072,0.8434748999996997,0.660588693127119,0.693328422602355
Scorpio S11 2WD 7 STR,0.10236787881744927,0.819539816463806,Individual,0.5757701915070774,0.32291666666666663,320 Nm @ 1500 rpm,0.8333333333333333,0.1176470588235294,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,0.8190225035799664,0.0948359195177928,0.48804925900225227,0.9521584402207606,0.7240392458720901,0.5537557219655818
Amaze 1.2 SX i-VTEC,0.035655173190312306,0.2526820418910372,Individual,0.16736053288925895,0.13888888888888887,109 Nm @ 4500 rpm,0.49999999999999994,0.14705882352941174,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0.21671398422750332,0.07189411329299679,0.28867159485195826,0.6749550585940205,0.2938598665195462,0.31149218470574214
XL6 Zeta MT Petrol,0.10180490239865488,0.03332272521411375,Individual,0.2772689425478768,0.19444444444444445,138 Nm @ 4400 rpm,0.6666666666666667,0.029411764705882346,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0.06851514706266866,0.14643353436173834,0.486908305269953,0.2643449952179133,0.43705313221451725,0.397341001900239
3-Series 330i M Sport Edition,0.4305831309745872,0.08046325921025754,Individual,0.5004163197335554,0.6979166666666666,350 Nm @ 1450 rpm,0.49999999999999994,0.058823529411764705,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.11698476922515814,0.43008880356148965,0.8046293028744325,0.42589689275332665,0.6616693836589622,0.8460061151107245
Grand i10 Sports Edition 1.2L Kappa VTVT,0.019235027642142164,0.512753321000069,Individual,0.16694421315570357,0.11805555555555555,114 Nm @ 4000 rpm,0.49999999999999994,0.23529411764705882,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0.3181118419794694,0.04477606884231337,0.19572099782107877,0.8402728259999814,0.29325948296876625,0.2752019339723071
2 Series Gran Coupe 220d M Sport [2020-2021],0.3884537289681393,0.05954599815591184,Individual,0.49916736053288924,0.48958333333333337,400 Nm @ 1750 rpm,0.49999999999999994,0.058823529411764705,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.0876166568318295,0.3888993972962372,0.7810590996660363,0.36682699874248037,0.660588693127119,0.7043213196750706
Vitara Brezza VDi,0.062396553083046535,0.5497071488627464,Individual,0.18817651956702752,0.1458333333333333,200 Nm @ 1750 rpm,0.49999999999999994,0.08823529411764706,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,0.6431634496056295,0.1110040494502494,0.3892502387990313,0.8567859155144792,0.32325773128385293,0.32304094807642914
Polo GT TDI,0.015481851516846133,0.512753321000069,Individual,0.33388842631140714,0.19444444444444445,250 Nm @ 1500 rpm,0.49999999999999994,0.2647058823529412,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,0.2899303199858712,0.025891222396125707,0.16817504961233132,0.8402728259999814,0.501014293766608,0.397341001900239
Tiago Revotron XM (O) [2016-2019],0.02251905675177619,0.6205469396334639,Individual,0.16777685262281433,0.12847222222222218,114 Nm @ 3500 rpm,0.49999999999999994,0.1176470588235294,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0.6194591874595857,0.050110023517035064,0.21745149417714016,0.8856308261366768,0.29445974954208864,0.2936673339515954
Evoque HSE Dynamic,0.3227731467754587,0.29660829010516326,Individual,0.5008326394671108,0.45138888888888884,430 Nm @ 1750 rpm,0.49999999999999994,0.1176470588235294,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.2945919251276694,0.32297652848910513,0.7388921493459057,0.7118995024371833,0.6620292534558425,0.6735061945282759
Scorpio LX BS-IV,0.047946825000656806,0.31055313080806035,Individual,0.5757701915070774,0.2534722222222222,290 Nm @ 1800 rpm,1.0,0.2647058823529412,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,0.17164208951274196,0.04533590822335779,0.340217001792388,0.7225513131588199,0.7240392458720901,0.47514502924901914
GLC 220 d Progressive,0.30400726614897855,0.33147039186240607,Individual,0.5607826810990841,0.42013888888888884,400 Nm @ 1400 rpm,0.49999999999999994,0.1176470588235294,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.3295539636911559,0.2831165685408989,0.7253274265169081,0.7377078987972481,0.7120574023345556,0.6468426636380133
7-Series 730Ld,0.2852413855224984,0.912084751788583,Individual,0.914654454621149,0.7326388888888888,560 Nm @ 1500 rpm,0.3333333333333333,0.23529411764705882,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.5729603118435771,0.18689763130778972,0.7109401102489863,0.977856308871996,0.9523450219167806,0.8662409472554389
Vento Highline Plus 1.2 (P) AT 16 Alloy,0.057705082926426496,0.4046808055526161,Individual,0.16694421315570357,0.19444444444444445,175 Nm @ 1500 rpm,0.49999999999999994,0.14705882352941174,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.3500941613472042,0.10847384070060176,0.3744130444420346,0.7844011020681161,0.29325948296876625,0.397341001900239
M-Class 350 CDI,0.18672051223347758,0.5476154227573118,Individual,0.9121565362198167,0.6493055555555556,535@1600,0.49999999999999994,0.23529411764705882,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.34036041197441536,0.12192549400055182,0.6165627764547819,0.855880349394766,0.9509015717960914,0.8162681632589179
Discovery 2.0 HSE 4WD Diesel,0.4259854902210996,0.13624262202184612,Individual,0.5008326394671108,0.6597222222222222,430 Nm @ 1400 rpm,0.49999999999999994,0.058823529411764705,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.19529973560736785,0.42530922679656163,0.8021679441831124,0.5366080719882662,0.6620292534558425,0.8227870457127016
Ikon DuraTorq 1.4 TDCi,0.0,0.5964223652174518,Individual,0.25104079933388845,0.07291666666666666,160@2000,0.49999999999999994,0.38235294117647056,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,0.249141274995137,0.009338012972166227,0.0,0.8761841352883271,0.4053803578200119,0.18649653164384272
Cooper D 5 Door,0.3218348527441347,0.12061742801424986,Individual,0.29142381348875934,0.23263888888888887,270 Nm @ 1750 rpm,0.49999999999999994,0.058823529411764705,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.17336175564955136,0.43433920438602797,0.738232015280893,0.5102926311269642,0.45358428352760605,0.4490089729371789
Corolla Altis 1.8 G,0.02017332167346617,0.5197257413515175,Individual,0.4154870940882598,0.29513888888888884,170@4200,0.49999999999999994,0.32352941176470584,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0.249141274995137,0.026942095642165688,0.20213537391253755,0.8434748999996997,0.584214520312746,0.5237385281168465
Verna Fluidic 1.6 VTVT SX AT,0.04550726051921439,0.3886442387442844,Individual,0.3309741881765196,0.2569444444444444,158 Nm @ 4200 rpm,0.49999999999999994,0.20588235294117646,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.26480426827157894,0.06346130844477767,0.3308384843607204,0.7749071628538098,0.4978573363321983,0.4793746691121501
Vellfire Hybrid,1.0,0.010739055695771833,Individual,0.7069109075770192,0.23611111111111108,198 Nm @ 2800 rpm,0.8333333333333333,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.0451960500414659,0.794692532084338,0.9999999999999996,0.11906584731843939,0.8211537874413599,0.45345833702899885
Celerio ZXi,0.03284019726693714,0.27569102905081755,Individual,0.08409658617818483,0.06944444444444442,90 Nm @ 3500 rpm,0.49999999999999994,0.20588235294117646,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0.1855103648095916,0.08310227047796928,0.27510642866764146,0.694999509567765,0.1625485954029493,0.1789942328207239
Elantra 1.8 SX AT,0.03612432020597431,0.4221118564312375,Individual,0.41673605328892593,0.3472222222222222,177 Nm @ 4700 rpm,0.49999999999999994,0.2647058823529412,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.23690456149791678,0.04447001659754453,0.2908588699842185,0.7943196394775187,0.5854161231144355,0.5786553214714831
City V,0.06333484711437054,0.28165244845130605,Individual,0.2918401332223147,0.24305555555555555,145 Nm @ 4600 rpm,0.49999999999999994,0.1176470588235294,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0.2795932105839337,0.09179828148104105,0.3921095242716617,0.6999359673388033,0.45406479082016205,0.4622431379960936
Duster 85 PS RXS 4X2 MT Diesel,0.07506352250592065,0.15018746272474323,Individual,0.27685262281432144,0.12847222222222218,200 Nm @ 1900 rpm,0.49999999999999994,0.1176470588235294,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,0.14775136316102622,0.11026511124191637,0.4252157336449849,0.5579213096664861,0.43656112560125226,0.2936673339515954
Celerio VXi [2019-2020],0.035655173190312306,0.21991166623922895,Individual,0.08409658617818483,0.06944444444444442,90 Nm @ 3500 rpm,0.49999999999999994,0.08823529411764706,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0.2572990839932839,0.08869262981533682,0.28867159485195826,0.6432389496480266,0.1625485954029493,0.1789942328207239
Seltos HTK Plus 1.5 iMT,0.12338566511910705,0.049087367628738984,Individual,0.2918401332223147,0.22916666666666666,144 Nm @ 4500 rpm,0.49999999999999994,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0.1349319490210812,0.17130296412306914,0.5271390252189541,0.33091876574497947,0.45406479082016205,0.4445207492784484
XJ 3.0 V6 Portfolio,0.3227731467754587,0.2059668255363318,Individual,0.914654454621149,0.7777777777777778,600 Nm @ 2000 rpm,0.49999999999999994,0.23529411764705882,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.12232442602394515,0.21175114574044843,0.7388921493459057,0.6283888910827646,0.9523450219167806,0.8914086070367682
Verna 1.6 CRDI SX (O),0.09523684417938681,0.6591741483804889,Individual,0.32722731057452126,0.2743055555555556,260 Nm @ 1900 rpm,0.49999999999999994,0.1176470588235294,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,0.6581971261879287,0.12619249027590268,0.4731753388596891,0.9000364940000227,0.49377793214932364,0.500015931374354
Verna Fluidic 1.6 VTVT SX Opt AT,0.02955626198670625,0.49113881791057834,Individual,0.3309741881765196,0.2569444444444444,158 Nm @ 4200 rpm,0.49999999999999994,0.23529411764705882,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.3043177285826029,0.0435906034188803,0.25823457856671217,0.830071744709588,0.4978573363321983,0.4793746691121501
Q8 Celebration,0.9138983865095838,0.17807714413053752,Individual,0.9154870940882598,1.0,500 Nm @ 1370 rpm,0.49999999999999994,0.029411764705882346,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.3225615559784586,0.6027832304540162,0.9789633231862078,0.5956803516668399,0.9528255292093375,1.0
Swift LXi,0.04597640753487639,0.024683896398668973,Individual,0.16694421315570357,0.1458333333333333,113 Nm @ 4400 rpm,0.49999999999999994,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0.07782728603405328,0.08905378830478212,0.33267106290988346,0.2183675123576463,0.29325948296876625,0.32304094807642914
