Model,Price,Kilometer,Seller Type,Engine,Max Power,Max Torque,Seating Capacity,Age,Make_BMW,Make_Chevrolet,Make_Datsun,Make_Ferrari,Make_Fiat,Make_Ford,Make_Honda,Make_Hyundai,Make_Isuzu,Make_Jaguar,Make_Jeep,Make_Kia,Make_Lamborghini,Make_Land Rover,Make_Lexus,Make_MG,Make_MINI,Make_Mahindra,Make_Maruti Suzuki,Make_Maserati,Make_Mercedes-Benz,Make_Mitsubishi,Make_Nissan,Make_Porsche,Make_Renault,Make_Rolls-Royce,Make_Skoda,Make_Ssangyong,Make_Tata,Make_Toyota,Make_Volkswagen,Make_Volvo,Fuel Type_CNG + CNG,Fuel Type_Diesel,Fuel Type_Electric,Fuel Type_Hybrid,Fuel Type_LPG,Fuel Type_Petrol,Fuel Type_Petrol + CNG,Fuel Type_Petrol + LPG,Transmission_Manual,Owner_First,Owner_Fourth,Owner_Second,Owner_Third,Owner_UnRegistered Car
Amaze 1.2 S CVT Petrol [2018-2020],650000,54000,Individual,1199.0,89.0,110 Nm @ 4800 rpm,5.0,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
i20 Sportz 1.4 CRDI,550000,75000,Individual,1396.0,90.0,220@1750,5.0,10,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
Baleno Delta 1.3,550000,88000,Individual,1248.0,74.0,190 Nm @ 2000 rpm,5.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
Q3 35 TDI Premium + Sunroof,1650000,139000,Individual,1968.0,174.0,380 Nm @ 1750 rpm,5.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Kushaq Style 1.0L TSI MT,1600000,1300,Individual,999.0,114.0,178 Nm @ 1750 rpm,5.0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
Verna 1.6 VTVT SX (O),1175000,20000,Individual,1591.0,121.0,158 Nm @ 4200 rpm,5.0,5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
Pajero Select Plus AT,1995000,122000,Individual,2477.0,176.0,350 Nm @ 1800 rpm,7.0,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Elite i20 Sportz 1.4 CRDI [2016-2017],575000,38000,Individual,1396.0,89.0,220 Nm @ 1500 rpm,5.0,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
Hector Sharp 2.0 Diesel Turbo MT,1975000,18500,Individual,1956.0,169.0,350 Nm @ 1750 rpm,5.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
Creta SX (O) 1.5 Diesel [2020-2022],1625000,27800,Individual,1493.0,113.0,250 Nm @ 1500 rpm,5.0,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
Swift VXi [2014-2017],695000,46027,Individual,1197.0,83.0,115 Nm @ 4000 rpm,5.0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
Yaris J CVT [2018-2020],875000,23148,Individual,1496.0,106.0,140 Nm @ 4200 rpm,5.0,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Octavia 1.8 TSI Style Plus AT [2017],1495000,28000,Individual,1798.0,177.0,250 Nm @ 1250 rpm,5.0,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Swift ZXi AMT [2018-2019],725000,11874,Individual,1197.0,82.0,113 Nm @ 4200 rpm,5.0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Creta E Plus 1.6 Petrol,875000,50000,Individual,1591.0,122.0,154 Nm @ 4850 rpm,5.0,7,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
5-Series 520d Modern Line,2250000,88000,Individual,1995.0,184.0,380 Nm @ 1750 rpm,5.0,10,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Endeavour Trend 2.2 4x2 AT,2350000,75000,Individual,2198.0,158.0,385 Nm @ 1600 rpm,7.0,8,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
3-Series 320d Prestige,2690000,15500,Individual,1995.0,188.0,400 Nm @ 1750 rpm,5.0,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Ciaz VDi+ SHVS,695000,82445,Individual,1248.0,89.0,200 Nm @ 1750 rpm,5.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
City V,600000,75574,Individual,1497.0,117.0,145 Nm @ 4600 rpm,5.0,10,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
Wagon R LXI CNG,375000,64000,Individual,998.0,58.0,77 Nm @ 3500 rpm,5.0,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
i10 Sportz 1.2 Kappa2,315000,75000,Individual,1197.0,79.0,112.7619 Nm @ 4000 rpm,5.0,12,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
Ecosport Trend 1.5 Ti-VCT,775000,14095,Individual,1499.0,109.0,140 Nm @ 4400 rpm,5.0,5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
A6 35 TDI Matrix,3075000,17000,Individual,1968.0,190.0,400 Nm @ 1750 rpm,5.0,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Duster 110 PS RxZ Diesel,415000,70000,Individual,1461.0,108.0,248 Nm @ 2250 rpm,5.0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
Ertiga ZDI + SHVS,765000,68000,Individual,1248.0,89.0,200 Nm @ 1750 rpm,7.0,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
Swift VXi [2014-2017],520000,40000,Individual,1197.0,83.0,115 Nm @ 4000 rpm,5.0,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
XJ 3.0 V6 Portfolio,3900000,39000,Individual,2993.0,271.0,600 Nm @ 2000 rpm,5.0,9,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Creta 1.6 SX,850000,72000,Individual,1582.0,126.0,265 Nm @ 1900 rpm,5.0,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
Ertiga VDI SHVS,969999,39000,Individual,1248.0,89.0,200 Nm @ 1750 rpm,7.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
Baleno Delta 1.3,575000,62000,Individual,1248.0,74.0,190 Nm @ 2000 rpm,5.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
Endeavour Sport 2.0 4x4 AT,3900000,41086,Individual,1996.0,168.0,420 Nm @ 2000 rpm,7.0,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
3-Series 320d Luxury Line,1395000,65000,Individual,1995.0,188.0,400 Nm @ 1750 rpm,5.0,11,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Kushaq Style 1.0L TSI AT,1625000,7900,Individual,999.0,114.0,178 Nm @ 1750 rpm,5.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Sonet GTX Plus 1.5 AT [2020-2021],1499000,22000,Individual,1493.0,113.0,250 Nm @ 1500 rpm,5.0,3,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Tiguan Highline TDI,2050000,73000,Individual,1968.0,141.0,340 Nm @ 1750 rpm,5.0,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Octavia 1.8 TSI Style Plus AT [2017],1300000,55000,Individual,1798.0,177.0,250 Nm @ 1250 rpm,5.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
Superb L&K TDI AT,3199000,6900,Individual,1968.0,174.0,350 Nm @ 1500 rpm,5.0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Swift LXi,450000,65000,Individual,1197.0,83.0,115 Nm @ 4000 rpm,5.0,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
Mobilio RS Diesel,675000,48000,Individual,1498.0,99.0,200 Nm @ 1750 rpm,7.0,9,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
Alto 800 Lxi,280000,48000,Individual,796.0,47.0,69 Nm @ 3500 rpm,5.0,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
Wagon R LXI ABS,425000,18000,Individual,998.0,67.0,90 Nm @ 3500 rpm,5.0,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
Ghost Extended Wheelbase,20000000,27000,Individual,6592.0,570.0,780 Nm @ 1500 rpm,5.0,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
C-Class 220 BlueEfficiency,1250000,78000,Individual,2143.0,170.0,400 Nm @ 2800 rpm,5.0,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Santa Fe 2WD AT [2014-2017],1175000,87938,Individual,2199.0,194.0,437 Nm @ 1800 rpm,7.0,10,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Santro Sportz CNG [2018-2020],545000,43000,Individual,1086.0,58.0,84 Nm @ 4500 rpm,5.0,5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
C-Class 220 CDI Elegance AT,495000,95200,Corporate,2148.0,170.0,410@2000,5.0,16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Swift DZire VXI,500000,26000,Individual,1197.0,83.0,115 Nm @ 4000 rpm,5.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
Celerio VXi AMT,390000,70000,Individual,998.0,67.0,90 Nm @ 3500 rpm,5.0,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Wagon R LXi 1.0 CNG [2019-2020],575000,31000,Individual,998.0,58.0,78 Nm @ 3500 rpm,5.0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
3-Series 320d Luxury Line [2014-2016],2100000,103000,Individual,1995.0,184.0,380 Nm @ 1750 rpm,5.0,10,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
i10 Magna 1.2 Kappa2,250000,54556,Individual,1197.0,79.0,112.7619 Nm @ 4000 rpm,5.0,12,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
DZire VXi,685000,74000,Individual,1197.0,89.0,113 Nm @ 4400 rpm,5.0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
Kwid RXT [2015-2019],320000,64000,Individual,799.0,53.0,72 Nm @ 4386 rpm,5.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
S-Cross Delta 1.6,620000,85000,Individual,1598.0,118.0,320 Nm @ 1750 rpm,5.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
Swift VXi [2014-2017],600000,54000,Individual,1197.0,83.0,115 Nm @ 4000 rpm,5.0,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
Compass Longitude (O) 1.4 Petrol AT [2019-2020],1750000,57000,Individual,1368.0,160.0,250 Nm @ 2500 rpm,5.0,5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Discovery Sport SE,4950000,38000,Individual,1999.0,177.0,430 Nm @ 1750 rpm,7.0,6,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Creta 1.6 SX Plus AT,1015000,68566,Individual,1582.0,126.0,265 Nm @ 1900 rpm,5.0,9,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Corolla Altis 1.8 G,390000,68195,Individual,1794.0,132.0,170@4200,5.0,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
Ciaz Delta 1.4 MT,755000,57000,Individual,1373.0,91.0,130 Nm @ 4000 rpm,5.0,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
Creta SX (O) 1.4 Turbo 7 DCT Dual Tone [2022-2022],1825000,45000,Individual,1353.0,138.0,242 Nm @ 1500 rpm,5.0,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Celerio VXi AMT,416000,60116,Individual,998.0,67.0,90 Nm @ 3500 rpm,5.0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Swift DZire ZDi BS-IV,325000,82202,Individual,1248.0,75.0,190@2000,5.0,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
Wagon R LXi Minor,218000,51000,Individual,1061.0,67.0,84@3500,5.0,16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
CLA 200 CDI Sport,2800000,24000,Individual,2143.0,134.0,300 Nm @ 1600 rpm,5.0,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Ciaz VDi (O) SHVS,650000,86000,Individual,1248.0,89.0,200 Nm @ 1750 rpm,5.0,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
WR-V S MT Diesel,790000,41000,Individual,1498.0,99.0,200 Nm @ 1750 rpm,5.0,6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
City SV Diesel,540000,76000,Individual,1498.0,99.0,200 Nm @ 1750 rpm,5.0,9,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
Swift VDi,375000,120000,Individual,1248.0,74.0,190 Nm @ 2000 rpm,5.0,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
X1 sDrive20i xLine,3990000,12500,Individual,1998.0,189.0,280 Nm @ 1350 rpm,5.0,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
718 Boxster,10900000,6300,Corporate,1988.0,295.0,380 Nm @ 2150 rpm,2.0,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Swift DZire VXi,245000,114000,Individual,1298.0,87.0,113@4500,5.0,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
Celerio LXi,260000,25862,Individual,998.0,67.0,90 Nm @ 3500 rpm,5.0,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
Kodiaq Style 2.0 TDI 4x4 AT,3200000,35000,Individual,1498.0,116.0,,7.0,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Figo Duratorq Diesel Titanium 1.4,240000,72000,Individual,1399.0,69.0,160@2000,5.0,14,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
Creta 1.6 SX Plus Special Edition,800000,90000,Individual,1582.0,126.0,265 Nm @ 1900 rpm,5.0,9,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
City V,745000,38000,Individual,1497.0,117.0,145 Nm @ 4600 rpm,5.0,8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
E-Class E 220d Exclusive [2019-2019],7390000,7000,Individual,1950.0,192.0,400 Nm @ 1600 rpm,5.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
X5 xDrive 30d M Sport,5900000,83985,Individual,2993.0,258.0,560 Nm @ 1500 rpm,5.0,7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Amaze 1.2 S MT Petrol [2018-2020],675000,74237,Individual,1199.0,89.0,110 Nm @ 4800 rpm,5.0,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
X1 sDrive20d xLine,2650000,53000,Individual,1995.0,184.0,350 Nm @ 1750 rpm,5.0,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Alto 800 Lxi,340000,52303,Commercial Registration,796.0,47.0,69 Nm @ 3500 rpm,5.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
Baleno Alpha 1.2,620000,42356,Individual,1197.0,83.0,115 Nm @ 4000 rpm,5.0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
SX4 ZDI,297000,84000,Individual,1248.0,89.0,200 Nm @ 1750 rpm,5.0,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
Etios Liva GD,500000,114000,Individual,1364.0,67.0,170 Nm @ 1800 rpm,5.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
Verna SX Plus 1.6 VTVT AT,1149000,26894,Individual,1591.0,121.0,151 Nm @ 4850 rpm,5.0,5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
C-Class C 220 CDI Avantgarde,2650000,70000,Individual,2143.0,168.0,400 Nm @ 1400 rpm,5.0,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Fortuner 3.0 4x2 MT,1375000,98352,Individual,2982.0,169.0,343 Nm @ 1400 rpm,7.0,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
i10 Magna,235000,107000,Individual,1086.0,67.0,99@2800,5.0,15,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
5-Series 525d Luxury Plus,2280000,68000,Individual,1995.0,217.0,450 Nm @ 1500 rpm,5.0,10,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Fortuner 2.8 4x2 AT [2016-2020],3090000,52000,Individual,2755.0,174.0,450 Nm @ 1600 rpm,7.0,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
